Code,League,Season,Date,Home,Away,MatchID,Market,Side,AvgOdd,MarketP,RawP,CalP,Rel,N,Win,BestOdd,ExecAvg,ExecBest,WeekID,Year,Month,logit_market,logit_raw,diff,absdiff,ratio,logN,Code_cat,Market_cat,Side_cat,Pred,AvgNoHaircut,PSOdd,B365Odd,Pinnacle -2%,Bet365 -2%,EffectiveOdd,EV,Profit
P1,Portugal - Primeira Liga,2022,2023-02-25,Arouca,Casa Pia,P1|2023-02-25|Arouca|Casa Pia,1X2,D,3.01,0.3144749496014389,0.3135199586701768,0.2789519179652044,0.5766828712178435,420,0,3.15,2.9498,3.087,2023-08,2023,2,-0.7792806201232947,-0.7837141296380827,-0.0009549909312621,0.0009549909312621,0.9938030232393033,6.042632833682381,18,0,1,0.3606188396172657,3.01,2.96,3.0,2.9008,2.94,2.94,0.06021938847476127,-1.0
D1,Alemanha - Bundesliga,2022,2023-03-04,Bochum,Schalke 04,D1|2023-03-04|Bochum|Schalke 04,1X2,A,2.81,0.3404282497964137,0.2440265557114314,0.2092762132253068,0.3441316316389367,202,1,2.93,2.7538,2.8714,2023-09,2023,3,-0.6613863778327013,-1.1307291947061258,-0.0964016940849822,0.0964016940849822,0.7147228029811218,5.313205979041787,4,0,0,0.3915720686724576,2.81,2.89,2.75,2.8322000000000003,2.695,2.695,0.05528672507227306,1.6949999999999998
T1,Turquia - Super Lig,2022,2023-03-04,Karagumruk,Sivasspor,T1|2023-03-04|Karagumruk|Sivasspor,OU25,O25,1.96,0.4855643044619423,0.6883000202882525,0.6301552451612116,0.1618697415057809,140,1,2.06,1.9208,2.0188,2023-09,2023,3,-0.0577588341521921,0.7921836971959512,0.2027357158263102,0.2027357158263102,1.4146126503245973,4.948759890378168,22,1,3,0.5281927627172468,1.96,2.06,2.02,2.0188,1.9796,1.9796,0.04561039307506176,0.9796
I2,Itália - Série B,2022,2023-03-05,Spal,Cittadella,I2|2023-03-05|Spal|Cittadella,OU25,U25,1.54,0.6111111111111112,0.5285172224467006,0.5320550034678394,0.7223707487450971,377,0,1.62,1.5092,1.5876,2023-09,2023,3,0.4519851237430575,0.1141928177122373,-0.0825938886644105,0.0825938886644105,0.8634334728662744,5.934894195619588,12,1,4,0.689968765855634,1.54,1.62,1.57,1.5876000000000001,1.5386,1.5386,0.061585943145478605,-1.0
N1,Holanda - Eredivisie,2022,2023-03-05,Cambuur,Go Ahead Eagles,N1|2023-03-05|Cambuur|Go Ahead Eagles,1X2,H,2.69,0.3530270645159982,0.143152846499325,0.1461915987844892,0.1267228621587436,85,1,2.91,2.6362,2.8518,2023-09,2023,3,-0.6057597388326075,-1.7893466359724262,-0.2098742180166732,0.2098742180166732,0.4043556576529929,4.454347296253507,16,0,2,0.4216275430425826,2.69,2.74,2.7,2.6852,2.646,2.646,0.11562647889067357,1.646
E0,Inglaterra - Premier League,2022,2023-03-11,Everton,Brentford,E0|2023-03-11|Everton|Brentford,1X2,A,2.91,0.3296300896230383,0.5337333018470511,0.4895964383230891,0.144511469169891,118,0,3.01,2.8518,2.9498,2023-10,2023,3,-0.7098585798707895,0.1351384954081773,0.2041032122240128,0.2041032122240128,1.614291374555707,4.77912349311153,6,0,0,0.3783553588014619,2.91,2.99,2.9,2.9302,2.842,2.842,0.07528592971375492,-1.0
E0,Inglaterra - Premier League,2022,2023-03-11,Leicester,Chelsea,E0|2023-03-11|Leicester|Chelsea,1X2,A,1.93,0.4970722584996474,0.2807717055383479,0.2810664930856228,0.4916841953065545,255,1,2.0,1.8914,1.96,2023-10,2023,3,-0.0117110998475495,-0.9406369206374936,-0.2163005529612995,0.2163005529612995,0.5637168116612675,5.545177444479562,6,0,0,0.5763216436243623,1.93,1.95,1.91,1.911,1.8718,1.8718,0.07875885253608139,0.8717999999999999
D1,Alemanha - Bundesliga,2022,2023-03-12,Wolfsburg,Union Berlin,D1|2023-03-12|Wolfsburg|Union Berlin,OU25,U25,1.54,0.6188118811881189,0.3574236682011236,0.3631339099515772,0.5817490267046733,322,1,1.57,1.5092,1.5386,2023-10,2023,3,0.4845083154486176,-0.5865637902538784,-0.2613882129869953,0.2613882129869953,0.576664757564791,5.777652323222656,4,1,4,0.7381745232681125,1.54,1.55,1.53,1.519,1.4994,1.4994,0.10681888018820795,0.49940000000000007
I2,Itália - Série B,2022,2023-03-12,Genoa,Ternana,I2|2023-03-12|Genoa|Ternana,1X2,H,1.55,0.6076183330890446,0.6621897649035007,0.6987693975426548,0.8191903048730362,1162,1,1.59,1.519,1.5582,2023-10,2023,3,0.437311937034668,0.6730678655985568,0.0545714318144561,0.0545714318144561,1.0880213902570994,7.0587581525186645,12,0,2,0.7208548475302113,1.55,1.57,1.55,1.5386,1.519,1.519,0.09497851339839092,0.5189999999999999
E1,Inglaterra - Championship,2022,2023-03-18,Sunderland,Luton,E1|2023-03-18|Sunderland|Luton,1X2,H,2.93,0.3231873096342934,0.1946148349640506,0.2901067129358616,0.1,176,0,3.07,2.8714,3.0086,2023-11,2023,3,-0.7391624975258904,-1.4202982289127797,-0.1285724746702427,0.1285724746702427,0.6003160184881702,5.176149732573829,7,0,2,0.3857693663027827,2.93,3.03,2.9,2.9694,2.842,2.842,0.09635653903250851,-1.0
G1,Grécia - Super League,2022,2023-03-19,Volos NFC,Olympiakos,G1|2023-03-19|Volos NFC|Olympiakos,1X2,A,1.24,0.753652909510382,0.8100525714641831,0.7958322847756708,0.1013604870707721,78,1,1.29,1.2152,1.2642,2023-11,2023,3,1.118190451362435,1.4503518066451122,0.056399661953801,0.056399661953801,1.0734107842898857,4.3694478524670215,10,0,0,0.8567374734742499,1.24,1.27,1.29,1.2446,1.2642,1.2642,0.08308751396614666,0.2642
SP1,Espanha - La Liga,2022,2023-03-19,Barcelona,Real Madrid,SP1|2023-03-19|Barcelona|Real Madrid,OU25,O25,1.98,0.4830287206266319,0.2140604873362983,0.3692057742191939,0.1999999999999999,939,1,2.06,1.9404,2.0188,2023-11,2023,3,-0.0679112056162101,-1.3006212073815997,-0.2689682332903336,0.2689682332903336,0.4422474911388975,6.84587987526405,19,1,3,0.5599396765264141,1.98,2.01,2.01,1.9697999999999998,1.9697999999999998,1.9697999999999998,0.10296917482173029,0.9697999999999998
SP1,Espanha - La Liga,2022,2023-03-19,Getafe,Sevilla,SP1|2023-03-19|Getafe|Sevilla,1X2,D,2.95,0.3244029226798502,0.2565232774457704,0.289122389298319,0.9018631424540874,1103,0,3.19,2.891,3.1262,2023-11,2023,3,-0.7336105271789296,-1.0641180467111797,-0.0678796452340798,0.0678796452340798,0.7883250566195821,7.00669522683704,19,0,1,0.3729584987425091,2.95,2.95,3.0,2.891,2.94,2.94,0.09649798630297668,-1.0
SP2,Espanha - Segunda Divisão,2022,2023-03-26,Eibar,Andorra,SP2|2023-03-26|Eibar|Andorra,OU25,O25,2.64,0.3560975609756097,0.2560302985137554,0.3190138338033996,0.4964847971771534,381,0,2.76,2.5872,2.7048,2023-12,2023,3,-0.5923424814379802,-1.0667045191493554,-0.1000672624618542,0.1000672624618542,0.7169757693507256,5.945420608606575,20,1,3,0.3779901700008992,2.64,2.75,2.7,2.695,2.646,2.646,0.0001619898223792493,-1.0
SP2,Espanha - Segunda Divisão,2022,2023-03-26,Ponferradina,Mirandes,SP2|2023-03-26|Ponferradina|Mirandes,1X2,H,2.27,0.4128431082847925,0.250644059599533,0.3780616796460067,0.1447999999999999,362,0,2.55,2.2246,2.499,2023-12,2023,3,-0.3522244236143738,-1.095180248017208,-0.1621990486852594,0.1621990486852594,0.6056499542504123,5.8944028342648505,20,0,2,0.4599306822099843,2.27,2.35,2.25,2.303,2.205,2.205,0.014147154273015383,-1.0
SP2,Espanha - Segunda Divisão,2022,2023-04-01,Oviedo,Eibar,SP2|2023-04-01|Oviedo|Eibar,1X2,H,2.98,0.314802450383081,0.2062165683423308,0.3135499989465135,0.1,217,0,3.17,2.9204,3.1066,2023-13,2023,4,-0.7777618898370826,-1.3478837487531223,-0.1085858820407502,0.1085858820407502,0.652992299749992,5.384495062789089,20,0,2,0.3703961322866483,2.98,3.11,3.0,3.0477999999999996,2.94,2.94,0.08896462892274593,-1.0
F1,França - Ligue 1,2022,2023-04-02,Clermont,Ajaccio,F1|2023-04-02|Clermont|Ajaccio,1X2,D,3.05,0.313690424516017,0.3153322913604536,0.2957709892899163,0.6051126324868147,364,0,3.2,2.989,3.136,2023-13,2023,4,-0.7829222117516589,-0.7753066476635282,0.0016418668444366,0.0016418668444366,1.0020396770744575,5.899897353582492,8,0,1,0.3679507653654791,3.05,3.07,3.0,3.0086,2.94,2.94,0.0817752501745086,-1.0
F1,França - Ligue 1,2022,2023-04-02,Nantes,Reims,F1|2023-04-02|Nantes|Reims,OU25,O25,2.01,0.4751958224543081,0.2375067777764997,0.3692057742191939,0.1999999999999999,939,1,2.26,1.9698,2.2148,2023-13,2023,4,-0.0992982209822805,-1.1663974584810384,-0.2376890446778083,0.2376890446778083,0.4987586336906366,6.84587987526405,8,1,3,0.5478945763656656,2.01,2.06,2.04,2.0188,1.9992,1.9992,0.09535083707023873,0.9992000000000001
F1,França - Ligue 1,2022,2023-04-02,Paris SG,Lyon,F1|2023-04-02|Paris SG|Lyon,1X2,H,1.42,0.6731166280106359,0.4134082127135819,0.446882166364297,0.4009028772853598,251,0,1.46,1.3916,1.4307999999999998,2023-13,2023,4,0.722315163641745,-0.3498936425963235,-0.2597084152970539,0.2597084152970539,0.6132591832567278,5.529429087511423,8,0,2,0.7625548445299262,1.42,1.45,1.44,1.421,1.4112,1.4112,0.07611739660063188,-1.0
G1,Grécia - Super League,2022,2023-04-08,Panetolikos,Ionikos,G1|2023-04-08|Panetolikos|Ionikos,1X2,A,2.97,0.3143110848009471,0.2623281466568156,0.3020641355575908,0.2246143562808741,155,1,3.13,2.9106,3.0674,2023-14,2023,4,-0.780040837088446,-1.0339028943180382,-0.0519829381441315,0.0519829381441315,0.8319661416991441,5.049856007249537,10,0,0,0.362371790865252,2.97,3.01,3.0,2.9497999999999998,2.94,2.94,0.06537306514384089,1.94
N1,Holanda - Eredivisie,2022,2023-04-08,AZ Alkmaar,Sparta Rotterdam,N1|2023-04-08|AZ Alkmaar|Sparta Rotterdam,1X2,H,1.56,0.6079572925060435,0.3937030643575855,0.3827763172861125,0.3429570647483671,184,0,1.61,1.5288,1.5778,2023-14,2023,4,0.4387338553655378,-0.4317728774680681,-0.2142542281484579,0.2142542281484579,0.6465199927853369,5.220355825078324,16,0,2,0.6729085897930216,1.56,1.6,1.6,1.568,1.568,1.568,0.05512066879545796,-1.0
F1,França - Ligue 1,2022,2023-04-09,Lyon,Rennes,F1|2023-04-09|Lyon|Rennes,OU25,O25,1.8,0.5300261096605744,0.2989800360847974,0.3418779937111571,0.1,62,1,1.87,1.764,1.8326,2023-14,2023,4,0.1202491281515769,-0.8521595636089879,-0.231046073575777,0.231046073575777,0.5630232311475266,4.143134726391533,8,1,3,0.6115196865111897,1.8,1.84,1.8,1.8032000000000001,1.764,1.764,0.07872072700573862,0.764
G1,Grécia - Super League,2022,2023-04-09,PAOK,Volos NFC,G1|2023-04-09|PAOK|Volos NFC,OU25,O25,1.6,0.5844155844155844,0.342262623508086,0.3941626738091428,0.1393843020929033,199,1,1.66,1.568,1.6267999999999998,2023-14,2023,4,0.340926586970593,-0.653227380412893,-0.2421529609074983,0.2421529609074983,0.5846489786392756,5.298317366548036,10,1,3,0.6646094706635927,1.6,1.65,1.62,1.617,1.5876000000000001,1.5876000000000001,0.05513399562551968,0.5876000000000001
E0,Inglaterra - Premier League,2022,2023-04-15,Chelsea,Brighton,E0|2023-04-15|Chelsea|Brighton,1X2,H,2.94,0.3270231564449105,0.2412216763451391,0.2257536160355477,0.3405924873496068,176,0,3.12,2.8812,3.0576,2023-15,2023,4,-0.7216799380531944,-1.1459933414648702,-0.0858014800997713,0.0858014800997713,0.7353800230431319,5.176149732573829,6,0,2,0.3684466453236857,2.94,3.12,3.0,3.0576,2.94,2.94,0.08323313725163595,-1.0
F1,França - Ligue 1,2022,2023-04-15,Paris SG,Lens,F1|2023-04-15|Paris SG|Lens,1X2,H,1.75,0.5472517817045788,0.2941650373346847,0.3017829061418862,0.3431221932294365,222,1,1.82,1.715,1.7836,2023-15,2023,4,0.1895728306779578,-0.8752404849176489,-0.2530867443698941,0.2530867443698941,0.5365509919914738,5.407171771460119,8,0,2,0.6481396736836296,1.75,1.76,1.73,1.7247999999999999,1.6954,1.6954,0.09885600276322548,0.6954
F1,França - Ligue 1,2022,2023-04-15,Rennes,Reims,F1|2023-04-15|Rennes|Reims,OU25,O25,1.86,0.5130890052356021,0.2454188627975366,0.3692057742191939,0.1999999999999999,939,1,1.93,1.8228,1.8914,2023-15,2023,4,0.0523679855173159,-1.1231964152980514,-0.2676701424380655,0.2676701424380655,0.4773859395904868,6.84587987526405,8,1,3,0.6071743467060583,1.86,1.91,1.92,1.8718,1.8816,1.8816,0.14245925076211918,0.8815999999999999
I2,Itália - Série B,2022,2023-04-15,Ascoli,Sudtirol,I2|2023-04-15|Ascoli|Sudtirol,1X2,D,2.94,0.3195674554213459,0.3144794999317613,0.3435190648960369,0.8104911795171449,652,0,3.05,2.8812,2.989,2023-15,2023,4,-0.7557603113035845,-0.7792595128643386,-0.0050879554895846,0.0050879554895846,0.9810088161270684,6.481577129276431,12,0,1,0.3735589578191396,2.94,2.94,3.0,2.8811999999999998,2.94,2.94,0.09826333598827053,-1.0
E1,Inglaterra - Championship,2022,2023-04-22,Cardiff,Stoke,E1|2023-04-22|Cardiff|Stoke,1X2,A,2.99,0.3181203556825658,0.5412623415201179,0.440400614347278,0.1,183,0,3.37,2.9302,3.3026,2023-16,2023,4,-0.7624233794970902,0.1654255844307533,0.223141985837552,0.223141985837552,1.6961072268875268,5.214935757608986,7,0,0,0.3772263486691575,2.99,3.01,3.0,2.9497999999999998,2.94,2.94,0.10904546508732293,-1.0
I2,Itália - Série B,2022,2023-04-22,Frosinone,Sudtirol,I2|2023-04-22|Frosinone|Sudtirol,1X2,H,1.55,0.6073395601084663,0.4009032224313908,0.4306103961736828,0.6011479580103017,317,0,1.6,1.519,1.568,2023-16,2023,4,0.4361428239915844,-0.4017030926790984,-0.2064363376770755,0.2064363376770755,0.6590122502635044,5.762051382780177,12,0,2,0.700575950644048,1.55,1.58,1.6,1.5484,1.568,1.568,0.09850309060986717,-1.0
SP2,Espanha - Segunda Divisão,2022,2023-04-22,Ponferradina,Andorra,SP2|2023-04-22|Ponferradina|Andorra,1X2,H,2.92,0.3217373835452468,0.210660983480192,0.3135499989465135,0.1,217,0,3.06,2.8616,2.9988,2023-16,2023,4,-0.745798919120585,-1.3209457793288613,-0.1110764000650547,0.1110764000650547,0.6527318935479254,5.384495062789089,20,0,2,0.3634853090897486,2.92,3.06,3.0,2.9988,2.94,2.94,0.06864680872386075,-1.0
SP1,Espanha - La Liga,2022,2023-04-23,Barcelona,Ath Madrid,SP1|2023-04-23|Barcelona|Ath Madrid,OU25,O25,2.1,0.4545454545454546,0.1987205850582107,0.3348585407349853,0.1227999999999999,307,0,2.22,2.058,2.1756,2023-16,2023,4,-0.1823215567939544,-1.3943099760025537,-0.2558248694872439,0.2558248694872439,0.4362255908282413,5.730099782973574,19,1,3,0.5235632251010306,2.1,2.18,2.1,2.1364,2.058,2.058,0.07749311725792096,-1.0
E0,Inglaterra - Premier League,2022,2023-04-25,Leeds,Leicester,E0|2023-04-25|Leeds|Leicester,1X2,A,2.96,0.324878183640322,0.5162994962747138,0.4895964383230891,0.144511469169891,118,0,3.1,2.9008,3.038,2023-17,2023,4,-0.7314428507719353,0.0652210950119529,0.1914213126343918,0.1914213126343918,1.5843328034642647,4.77912349311153,6,0,0,0.3631398946527969,2.96,3.02,3.0,2.9596,2.94,2.94,0.06763129027922288,-1.0
N1,Holanda - Eredivisie,2022,2023-04-25,Groningen,Nijmegen,N1|2023-04-25|Groningen|Nijmegen,1X2,H,2.74,0.3469361462275546,0.2311454676130071,0.2445990512419842,0.2201141990621583,137,0,2.92,2.6852,2.8616,2023-17,2023,4,-0.6325341633737579,-1.2018545447139088,-0.1157906786145474,0.1157906786145474,0.6643330108675604,4.927253685157205,16,0,2,0.4001873647588023,2.74,2.72,2.7,2.6656,2.646,2.646,0.0588957671517909,-1.0
G1,Grécia - Super League,2022,2023-04-26,Volos NFC,Panathinaikos,G1|2023-04-26|Volos NFC|Panathinaikos,1X2,A,1.25,0.7508437667230061,0.7074112850958036,0.6929893378106408,0.5394043995832919,357,1,1.29,1.225,1.2642,2023-17,2023,4,1.1031174538801332,0.8828443100605222,-0.0434324816272024,0.0434324816272024,0.940901975125941,5.8805329864007,10,0,0,0.8435062967244173,1.25,1.27,1.29,1.2446,1.2642,1.2642,0.06636066031900834,0.2642
I1,Itália - Série A,2022,2023-04-29,Roma,Milan,I1|2023-04-29|Roma|Milan,1X2,A,2.94,0.3247385656720597,0.2371363236303112,0.1766859659333773,0.2921115656793329,254,0,3.09,2.8812,3.0282,2023-17,2023,4,-0.7320794807038007,-1.1684441664325844,-0.0876022420417485,0.0876022420417485,0.7279958488828442,5.541263545158426,11,0,0,0.3842482552913303,2.94,3.09,2.88,3.0282,2.8224,2.8224,0.08450227573425062,-1.0
I1,Itália - Série A,2022,2023-05-03,Verona,Inter,I1|2023-05-03|Verona|Inter,OU25,U25,1.93,0.4947643979057591,0.5828249065856845,0.5372075477902185,0.3856258009639873,279,0,2.03,1.8914,1.9894,2023-18,2023,5,-0.0209431738452433,0.3343807875307902,0.0880605086799254,0.0880605086799254,1.1756086339553469,5.634789603169249,11,1,4,0.5376041935394822,1.93,2.03,2.01,1.9893999999999998,1.9697999999999998,1.9697999999999998,0.05897274043407186,-1.0
I2,Itália - Série B,2022,2023-05-06,Genoa,Ascoli,I2|2023-05-06|Genoa|Ascoli,1X2,H,1.48,0.6343504764264039,0.6676329177224553,0.6987693975426548,0.8191903048730362,1162,1,1.54,1.4504,1.5092,2023-18,2023,5,0.5509263148742867,0.6974984705003902,0.0332824412960514,0.0332824412960514,1.0508104463502217,7.0587581525186645,12,0,2,0.7219329597373335,1.48,1.51,1.5,1.4798,1.47,1.47,0.06124145081388033,0.47
SP2,Espanha - Segunda Divisão,2022,2023-05-06,Leganes,Huesca,SP2|2023-05-06|Leganes|Huesca,OU25,O25,2.83,0.3309692671394799,0.1961900720585733,0.2685995154592511,0.1,97,1,3.0,2.7734,2.94,2023-18,2023,5,-0.7038044750339333,-1.410278888474725,-0.1347791950809065,0.1347791950809065,0.5909886591283231,4.584967478670572,20,1,3,0.377001975057062,2.83,2.9,2.88,2.842,2.8224,2.8224,0.06405037440105188,1.8224
F1,França - Ligue 1,2022,2023-05-07,Lyon,Montpellier,F1|2023-05-07|Lyon|Montpellier,1X2,H,1.68,0.568681533137311,0.315228992263417,0.3286092651699933,0.5087588682324287,261,1,1.72,1.6464,1.6856,2023-18,2023,5,0.2764738622382051,-0.7757851528131228,-0.2534525408738939,0.2534525408738939,0.5533424798367775,5.568344503761097,8,0,2,0.6710647604416135,1.68,1.72,1.7,1.6856,1.666,1.666,0.11799389089572787,0.6659999999999999
E1,Inglaterra - Championship,2022,2023-05-08,QPR,Bristol City,E1|2023-05-08|QPR|Bristol City,OU25,U25,1.95,0.4868421052631579,0.6712632427160463,0.568716214849269,0.1155999999999999,289,1,2.16,1.911,2.1168,2023-19,2023,5,-0.0526437334854217,0.7139040734148734,0.1844211374528884,0.1844211374528884,1.375984638213926,5.66988092298052,7,1,4,0.5747204937335922,1.95,1.97,1.95,1.9305999999999999,1.911,1.911,0.09829086352489469,0.911
G1,Grécia - Super League,2022,2023-05-08,Aris,AEK,G1|2023-05-08|Aris|AEK,1X2,A,1.27,0.7354777444334851,0.4912902748329618,0.4517750162925618,0.1207433112345646,86,1,1.35,1.2446,1.323,2023-19,2023,5,1.02259489069874,-0.0348424251165811,-0.2441874696005233,0.2441874696005233,0.6670809519313758,4.465908118654584,10,0,0,0.8321203274027356,1.27,1.29,1.33,1.2642,1.3034000000000001,1.3034000000000001,0.08458563473672553,0.3034000000000001
P1,Portugal - Primeira Liga,2022,2023-05-08,Arouca,Porto,P1|2023-05-08|Arouca|Porto,OU25,O25,1.74,0.544502617801047,0.2533713085244773,0.3326287536571795,0.1,71,0,1.9,1.7052,1.862,2023-19,2023,5,0.1784827804867886,-1.080711959808205,-0.2911313092765697,0.2911313092765697,0.4644731303872232,4.276666119016055,18,1,3,0.5941595179045928,1.74,1.85,1.85,1.813,1.813,1.813,0.0772112059610266,-1.0
F1,França - Ligue 1,2022,2023-05-12,Lens,Reims,F1|2023-05-12|Lens|Reims,OU25,O25,1.58,0.601010101010101,0.2801123296192506,0.3418779937111571,0.1,62,1,1.63,1.5484,1.5974,2023-19,2023,5,0.4096756406445078,-0.9439044865478836,-0.3208977713908504,0.3208977713908504,0.4652950658954984,4.143134726391533,8,1,3,0.6812838846048432,1.58,1.63,1.62,1.5974,1.5876000000000001,1.5876000000000001,0.08160629519864915,0.5876000000000001
I2,Itália - Série B,2022,2023-05-19,Genoa,Bari,I2|2023-05-19|Genoa|Bari,OU25,O25,1.82,0.5185185185185185,0.2613594943524092,0.3836754843759087,0.1,129,1,1.93,1.7836,1.8914,2023-20,2023,5,0.0741079721537218,-1.03891450941744,-0.2571590241661093,0.2571590241661093,0.503080227241395,4.867534450455582,12,1,3,0.6056893845825989,1.82,1.84,1.82,1.8032000000000001,1.7836,1.7836,0.08030758634152346,0.7836000000000001
I2,Itália - Série B,2022,2023-05-19,Pisa,Spal,I2|2023-05-19|Pisa|Spal,1X2,H,1.43,0.6577053247688548,0.3983394857576674,0.3900258699414711,0.5944025014684675,338,0,1.5,1.4014,1.47,2023-20,2023,5,0.6530850067585644,-0.4123887354156166,-0.2593658390111873,0.2593658390111873,0.6047309332096991,5.82600010738045,12,0,2,0.7709671566407138,1.43,1.43,1.44,1.4014,1.4112,1.4112,0.08798885145137536,-1.0
I2,Itália - Série B,2022,2023-05-19,Ternana,Frosinone,I2|2023-05-19|Ternana|Frosinone,1X2,A,2.75,0.3416089993768653,0.6583254221695556,0.6115546622517855,0.5349696160222286,618,1,2.94,2.695,2.8812,2023-20,2023,5,-0.656132174366612,0.6558406143752455,0.3167164227926903,0.3167164227926903,1.921506508489015,6.428105272684596,12,0,0,0.4076372478820526,2.75,2.93,2.88,2.8714,2.8224,2.8224,0.15051536842230528,1.8224
F1,França - Ligue 1,2022,2023-05-20,Nantes,Montpellier,F1|2023-05-20|Nantes|Montpellier,1X2,H,2.11,0.454073020249003,0.1984480723675623,0.1933370251194459,0.2041061755608521,127,0,2.28,2.0678,2.2344,2023-20,2023,5,-0.1842272074203213,-1.3960222922733412,-0.2556249478814407,0.2556249478814407,0.4360796257685792,4.852030263919617,8,0,2,0.5217332832668926,2.11,2.23,2.15,2.1854,2.1069999999999998,2.1069999999999998,0.09929202784334268,-1.0
SP1,Espanha - La Liga,2022,2023-05-24,Espanol,Ath Madrid,SP1|2023-05-24|Espanol|Ath Madrid,1X2,H,3.01,0.3177670756796757,0.1321674205865882,0.189030246839537,0.1,75,0,3.41,2.9498,3.3418,2023-21,2023,5,-0.7640524828169348,-1.881929358493654,-0.1855996550930875,0.1855996550930875,0.4146206765701276,4.330733340286331,19,0,2,0.3824853404258124,3.01,3.05,3.0,2.989,2.94,2.94,0.12450690085188842,-1.0
F1,França - Ligue 1,2022,2023-05-27,Toulouse,Auxerre,F1|2023-05-27|Toulouse|Auxerre,OU25,O25,1.56,0.6090225563909775,0.3043845061246245,0.4563114225191422,0.1,124,0,1.61,1.5288,1.5778,2023-21,2023,5,0.4432054360910115,-0.8265053313783745,-0.304638050266353,0.304638050266353,0.498972542794856,4.8283137373023015,8,1,3,0.6990878686765492,1.56,1.6,1.57,1.568,1.5386,1.5386,0.07561659474573856,-1.0
N1,Holanda - Eredivisie,2022,2023-05-28,AZ Alkmaar,PSV Eindhoven,N1|2023-05-28|AZ Alkmaar|PSV Eindhoven,1X2,A,2.83,0.3358661598393038,0.3150428106447395,0.2938053238949312,0.2560311558990166,182,1,3.0,2.7734,2.94,2023-21,2023,5,-0.6817709488760859,-0.7766478026177616,-0.0208233491945643,0.0208233491945643,0.9352165583952547,5.209486152841421,16,0,0,0.395986203873678,2.83,2.93,2.9,2.8714,2.842,2.842,0.12539279140899295,1.842
N1,Holanda - Eredivisie,2022,2023-05-28,Twente,Ajax,N1|2023-05-28|Twente|Ajax,1X2,A,2.02,0.4696415508412582,0.2867394610646189,0.2619756986532083,0.3299692236573266,187,0,2.12,1.9796,2.0776,2023-21,2023,5,-0.1215833511647138,-0.9112727636290638,-0.1829020897766393,0.1829020897766393,0.6092523291921004,5.236441962829949,16,0,0,0.5301064270794612,2.02,2.06,2.1,2.0188,2.058,2.058,0.09095902692953106,-1.0
F1,França - Ligue 1,2022,2023-06-03,Ajaccio,Marseille,F1|2023-06-03|Ajaccio|Marseille,1X2,A,1.43,0.668359117762147,0.7466825177397304,0.6929893378106408,0.5394043995832919,357,0,1.5,1.4014,1.47,2023-22,2023,6,0.7007729270491075,1.080996512441922,0.0783233999775834,0.0783233999775834,1.115518557864868,5.8805329864007,8,0,0,0.7107581887303834,1.43,1.48,1.5,1.4504,1.47,1.47,0.044814537433663704,-1.0
I1,Itália - Série A,2022,2023-06-04,Milan,Verona,I1|2023-06-04|Milan|Verona,OU25,U25,1.88,0.5091383812010444,0.6093399298482549,0.5606076949665115,0.1726429082890868,207,0,1.98,1.8424,1.9404,2023-22,2023,6,0.0365575957337975,0.4445384930285526,0.1002015486472105,0.1002015486472105,1.1944600765260112,5.337538079701318,11,1,4,0.5455667103920258,1.88,1.95,1.98,1.911,1.9404,1.9404,0.05861764484468668,-1.0
SP1,Espanha - La Liga,2022,2023-06-04,Elche,Cadiz,SP1|2023-06-04|Elche|Cadiz,OU25,U25,1.94,0.4921465968586388,0.657737114525526,0.624566216813394,0.2392890603031401,216,1,2.02,1.9012,1.9796,2023-22,2023,6,-0.0314161962333785,0.6532262167330927,0.1655905176668871,0.1655905176668871,1.3337557608940922,5.37989735354046,19,1,4,0.5317556690204072,1.94,1.99,2.01,1.9502,1.9697999999999998,1.9697999999999998,0.047452316836397834,0.9697999999999998
SP1,Espanha - La Liga,2022,2023-06-04,Mallorca,Vallecano,SP1|2023-06-04|Mallorca|Vallecano,OU25,O25,2.35,0.4065656565656566,0.3986505081266174,0.3948057657668055,0.5013095495693048,300,1,2.56,2.303,2.5088,2023-22,2023,6,-0.378181149159696,-0.4110911692136975,-0.0079151484390391,0.0079151484390391,0.9781258594893336,5.707110264748875,19,1,3,0.4296050302533881,2.35,2.47,2.5,2.4206000000000003,2.45,2.45,0.05253232412080089,1.4500000000000002
T1,Turquia - Super Lig,2022,2023-06-06,Karagumruk,Kasimpasa,T1|2023-06-06|Karagumruk|Kasimpasa,OU25,O25,1.35,0.6966292134831461,0.6405722972651595,0.5722222294003766,0.3215970977709711,285,1,1.42,1.323,1.3916,2023-23,2023,6,0.8312975190407627,0.5778489393713011,-0.0560569162179865,0.0560569162179865,0.9182131207878884,5.655991810819852,22,1,3,0.7526568949020225,1.35,1.42,1.4,1.3916,1.3719999999999999,1.3719999999999999,0.032645259805574645,0.3719999999999999
T1,Turquia - Super Lig,2022,2023-06-07,Ankaragucu,Ad. Demirspor,T1|2023-06-07|Ankaragucu|Ad. Demirspor,OU25,O25,1.29,0.729559748427673,0.6052947526796808,0.5722222294003766,0.3215970977709711,285,1,1.32,1.2642,1.2936,2023-23,2023,6,0.9923900754128026,0.4275762568692751,-0.1242649957479922,0.1242649957479922,0.8285355906651163,5.655991810819852,22,1,3,0.8070189884593186,1.29,1.32,1.3,1.2936,1.274,1.274,0.028142191297171992,0.274
