Level,Code,Market,Side,ProbBin,Sample,Wins,MeanPred,HitRate,Brier,CalibrationGap
LIGA,D2,1X2,H,0.05,1,0,0.0988191524255348,0.0,0.009765224886101079,0.0988191524255348
LIGA,D2,1X2,H,0.1,1,0,0.1342242525956749,0.0,0.018016149984867537,0.1342242525956749
LIGA,D2,1X2,H,0.15,10,1,0.17941515658682353,0.1,0.09298100099956491,0.07941515658682352
LIGA,D2,1X2,H,0.2,34,5,0.22908490480319066,0.14705882352941177,0.13178679360366297,0.08202608127377889
LIGA,D2,1X2,H,0.25,115,43,0.2725482711909413,0.3739130434782609,0.24498170106571526,0.10136477228731955
LIGA,D2,1X2,H,0.3,141,42,0.3277636504483123,0.2978723404255319,0.2101973321768273,0.029891310022780393
LIGA,D2,1X2,H,0.35,181,76,0.3726118815166025,0.4198895027624309,0.2446888877207874,0.047277621245828405
LIGA,D2,1X2,H,0.4,192,81,0.42834952241255086,0.421875,0.24316493580256773,0.006474522412550865
LIGA,D2,1X2,H,0.45,206,97,0.4738054529246071,0.470873786407767,0.24957931036117453,0.00293166651684007
LIGA,D2,1X2,H,0.5,147,80,0.521059336567225,0.54421768707483,0.2491885515410418,0.023158350507604952
LIGA,D2,1X2,H,0.55,69,39,0.569204813464074,0.5652173913043478,0.24530460215179406,0.0039874221597262505
LIGA,D2,1X2,H,0.6,41,28,0.6270355892391399,0.6829268292682927,0.22197257679335328,0.0558912400291528
LIGA,D2,1X2,H,0.65,33,20,0.6734209657201607,0.6060606060606061,0.24550876934393212,0.06736035965955467
LIGA,D2,1X2,H,0.7,24,21,0.7226526423145115,0.875,0.13527378830577677,0.15234735768548846
LIGA,D2,1X2,H,0.75,11,8,0.7762628634709092,0.7272727272727273,0.2035437435365976,0.04899013619818193
LIGA,D2,1X2,H,0.8,3,2,0.8140485966302023,0.6666666666666666,0.2432884256232433,0.14738192996353572
LIGA,D2,OU25,O25,0.35,2,1,0.39546734250060656,0.5,0.26346144155086293,0.10453265749939344
LIGA,D2,OU25,O25,0.4,20,8,0.4226798681543243,0.4,0.23999205720981398,0.022679868154324268
LIGA,D2,OU25,O25,0.45,136,77,0.4830082797159438,0.5661764705882353,0.25020111337566603,0.08316819087229149
LIGA,D2,OU25,O25,0.5,266,146,0.5268724448947101,0.5488721804511278,0.24779471486403074,0.021999735556417765
LIGA,D2,OU25,O25,0.55,337,188,0.5741634294257716,0.5578635014836796,0.24654975576776622,0.016299927942092007
LIGA,D2,OU25,O25,0.6,223,142,0.6248030946026663,0.6367713004484304,0.23056638422280037,0.01196820584576419
LIGA,D2,OU25,O25,0.65,151,92,0.6714943554046372,0.609271523178808,0.24171300001572976,0.06222283222582925
LIGA,D2,OU25,O25,0.7,46,35,0.7241299544753399,0.7608695652173914,0.18255284647451592,0.036739610742051454
LIGA,D2,OU25,O25,0.75,23,20,0.7630212595801855,0.8695652173913043,0.1252530630584391,0.1065439578111188
LIGA,D2,OU25,O25,0.8,5,3,0.8119704194783136,0.6,0.28903380002173884,0.21197041947831363
LIGA,D2,OU25,U25,0.15,1,0,0.1808152017721535,0.0,0.03269413719190458,0.1808152017721535
LIGA,D2,OU25,U25,0.2,4,2,0.2411453638354798,0.5,0.3236996557234612,0.2588546361645202
LIGA,D2,OU25,U25,0.25,32,5,0.2815562926126818,0.15625,0.15043177821325573,0.12530629261268178
LIGA,D2,OU25,U25,0.3,153,54,0.3305746540557021,0.35294117647058826,0.22693021214836187,0.02236652241488618
LIGA,D2,OU25,U25,0.35,230,80,0.3763430792557392,0.34782608695652173,0.22807466082473749,0.028516992299217447
LIGA,D2,OU25,U25,0.4,396,179,0.42667560193884985,0.45202020202020204,0.24886342276084852,0.025344600081352198
LIGA,D2,OU25,U25,0.45,288,127,0.47214790132608364,0.4409722222222222,0.24796709831736694,0.03117567910386143
LIGA,D2,OU25,U25,0.5,87,40,0.5177899637929909,0.45977011494252873,0.24803649743949868,0.058019848850462186
LIGA,D2,OU25,U25,0.55,17,9,0.5604460808476203,0.5294117647058824,0.25007097400418166,0.031034316141737905
LIGA,D2,OU25,U25,0.6,1,1,0.622094876464594,1.0,0.14281228239431043,0.37790512353540595
LIGA,E0,1X2,A,0.0,5,0,0.046828797276464496,0.0,0.0021978268584476124,0.046828797276464496
LIGA,E0,1X2,A,0.05,113,10,0.07675122159267272,0.08849557522123894,0.08054519482911254,0.011744353628566212
LIGA,E0,1X2,A,0.1,135,13,0.12618263941432917,0.0962962962962963,0.087294823709769,0.02988634311803287
LIGA,E0,1X2,A,0.15,202,40,0.17297537872310081,0.19801980198019803,0.15975015905834267,0.025044423257097215
LIGA,E0,1X2,A,0.2,145,29,0.22322232487682642,0.2,0.16025849981777698,0.023222324876826406
LIGA,E0,1X2,A,0.25,147,41,0.27940925596305677,0.2789115646258503,0.19831364942397475,0.0004976913372064518
LIGA,E0,1X2,A,0.3,151,53,0.3269752598987827,0.3509933774834437,0.22843306772404257,0.024018117584661047
LIGA,E0,1X2,A,0.35,119,40,0.3745850538817105,0.33613445378151263,0.2220491872900119,0.03845060010019785
LIGA,E0,1X2,A,0.4,104,43,0.4266108112098705,0.41346153846153844,0.24316152789096362,0.013149272748332053
LIGA,E0,1X2,A,0.45,93,40,0.4745646068847249,0.43010752688172044,0.24654144755008278,0.04445708000300447
LIGA,E0,1X2,A,0.5,64,29,0.5255613108726536,0.453125,0.253415337300815,0.07243631087265356
LIGA,E0,1X2,A,0.55,74,40,0.5740573479995538,0.5405405405405406,0.24797500050470886,0.0335168074590132
LIGA,E0,1X2,A,0.6,48,34,0.625636702410636,0.7083333333333334,0.21164246136451903,0.08269663092269741
LIGA,E0,1X2,A,0.65,35,22,0.6761360540262487,0.6285714285714286,0.23671737476211818,0.0475646254548201
LIGA,E0,1X2,A,0.7,29,21,0.7257005462954115,0.7241379310344828,0.19614353151844338,0.0015626152609287125
LIGA,E0,1X2,A,0.75,22,17,0.7796674459046656,0.7727272727272727,0.1776727320093531,0.006940173177392928
LIGA,E0,1X2,A,0.8,2,2,0.8018811031300499,1.0,0.039253473966023356,0.1981188968699501
LIGA,E0,1X2,A,0.85,1,1,0.8907852181625776,1.0,0.011927868571795768,0.10921478183742239
LIGA,E0,1X2,D,0.05,25,0,0.08175583411838368,0.0,0.006850922327418557,0.08175583411838368
LIGA,E0,1X2,D,0.1,97,18,0.12741951407511995,0.18556701030927836,0.15370805555141973,0.05814749623415841
LIGA,E0,1X2,D,0.15,313,69,0.17800113739639858,0.22044728434504793,0.1729804666087549,0.042446146948649344
LIGA,E0,1X2,D,0.2,510,121,0.2265351012462497,0.2372549019607843,0.1806834181787113,0.0107198007145346
LIGA,E0,1X2,D,0.25,492,143,0.2785369345063228,0.29065040650406504,0.20647316681781927,0.012113471997742264
LIGA,E0,1X2,D,0.3,67,10,0.30970794341513913,0.14925373134328357,0.15275365081421954,0.16045421207185556
LIGA,E0,1X2,D,0.35,1,0,0.3649299784871633,0.0,0.13317388919864145,0.3649299784871633
LIGA,E0,1X2,H,0.05,31,1,0.08168407161322475,0.03225806451612903,0.03281680193917953,0.049426007097095714
LIGA,E0,1X2,H,0.1,41,6,0.12593330360307453,0.14634146341463414,0.12538947329053107,0.020408159811559606
LIGA,E0,1X2,H,0.15,99,13,0.17476665987852003,0.13131313131313133,0.11645025576501689,0.0434535285653887
LIGA,E0,1X2,H,0.2,107,25,0.22398835225932984,0.2336448598130841,0.17726748251355168,0.009656507553754273
LIGA,E0,1X2,H,0.25,128,34,0.2771683893727751,0.265625,0.1957856242308881,0.011543389372775104
LIGA,E0,1X2,H,0.3,139,46,0.32746992448851264,0.33093525179856115,0.22149800324455982,0.003465327310048505
LIGA,E0,1X2,H,0.35,124,55,0.3727066425743824,0.4435483870967742,0.2542133746098642,0.07084174452239178
LIGA,E0,1X2,H,0.4,140,52,0.42549485058753345,0.37142857142857144,0.23561020804441515,0.054066279158962005
LIGA,E0,1X2,H,0.45,104,52,0.47263604617181276,0.5,0.25084886707925846,0.027363953828187237
LIGA,E0,1X2,H,0.5,104,56,0.5239470179666605,0.5384615384615384,0.24878508194432133,0.014514520494877892
LIGA,E0,1X2,H,0.55,117,70,0.5749305597271509,0.5982905982905983,0.2437674187597167,0.02336003856344737
LIGA,E0,1X2,H,0.6,92,58,0.6273367772636315,0.6304347826086957,0.23309681902576876,0.003098005345064214
LIGA,E0,1X2,H,0.65,87,54,0.6736884580984689,0.6206896551724138,0.23733475692880465,0.05299880292605508
LIGA,E0,1X2,H,0.7,71,52,0.724814383976475,0.7323943661971831,0.19720581069757795,0.007579982220708104
LIGA,E0,1X2,H,0.75,74,52,0.7779610495159619,0.7027027027027027,0.21628449892166274,0.07525834681325916
LIGA,E0,1X2,H,0.8,28,25,0.8241384370850247,0.8928571428571429,0.09942410984515737,0.06871870577211825
LIGA,E0,1X2,H,0.85,19,18,0.8611789141703837,0.9473684210526315,0.056398628265515234,0.0861895068822478
LIGA,E0,OU25,O25,0.3,2,0,0.33937515517426264,0.0,0.11519124619499549,0.33937515517426264
LIGA,E0,OU25,O25,0.35,26,11,0.3805299488548497,0.4230769230769231,0.2463388829089002,0.042546974222073375
LIGA,E0,OU25,O25,0.4,109,50,0.42889952474140625,0.45871559633027525,0.24767952982675773,0.02981607158886901
LIGA,E0,OU25,O25,0.45,224,111,0.47758512573694833,0.4955357142857143,0.24898594165927493,0.017950588548765967
LIGA,E0,OU25,O25,0.5,300,167,0.5267454093454295,0.5566666666666666,0.24716689495757366,0.029921257321237182
LIGA,E0,OU25,O25,0.55,303,172,0.571711181107202,0.5676567656765676,0.24496775556761805,0.004054415430634339
LIGA,E0,OU25,O25,0.6,245,156,0.6237752969111781,0.636734693877551,0.23130536137187663,0.012959396966372938
LIGA,E0,OU25,O25,0.65,182,118,0.6717596172217083,0.6483516483516484,0.2275302078472834,0.023407968870059914
LIGA,E0,OU25,O25,0.7,82,55,0.7196175285288086,0.6707317073170732,0.22421416649251422,0.04888582121173535
LIGA,E0,OU25,O25,0.75,29,23,0.7688149071287399,0.7931034482758621,0.16322937463068082,0.0242885411471222
LIGA,E0,OU25,O25,0.8,1,1,0.8040850833956316,1.0,0.03838265454809664,0.19591491660436844
LIGA,E0,OU25,O25,0.85,2,1,0.8588130872996933,0.5,0.381329546818724,0.3588130872996933
LIGA,E0,OU25,U25,0.15,3,1,0.1749396163100051,0.3333333333333333,0.2626513027684023,0.15839371702332822
LIGA,E0,OU25,U25,0.2,14,2,0.22968054261803966,0.14285714285714285,0.13362140336036257,0.08682339976089681
LIGA,E0,OU25,U25,0.25,77,25,0.2833561965511101,0.3246753246753247,0.22105714313454677,0.041319128124214566
LIGA,E0,OU25,U25,0.3,195,66,0.32939569235303406,0.3384615384615385,0.22350156158592183,0.009065846108504416
LIGA,E0,OU25,U25,0.35,209,72,0.373521609716298,0.3444976076555024,0.22746683263962228,0.029024002060795584
LIGA,E0,OU25,U25,0.4,323,140,0.4271078239849572,0.43343653250773995,0.24489935136238689,0.006328708522782722
LIGA,E0,OU25,U25,0.45,322,143,0.4739694597802098,0.4440993788819876,0.24760952856311058,0.02987008089822224
LIGA,E0,OU25,U25,0.5,213,108,0.5229114039210696,0.5070422535211268,0.24926784422109563,0.015869150399942855
LIGA,E0,OU25,U25,0.55,119,64,0.5687223191184896,0.5378151260504201,0.24902468781443815,0.03090719306806944
LIGA,E0,OU25,U25,0.6,27,16,0.6195968187255754,0.5925925925925926,0.243235214053307,0.02700422613298281
LIGA,E0,OU25,U25,0.65,3,3,0.6578458517694673,1.0,0.11709217647817971,0.3421541482305327
LIGA,E1,1X2,A,0.0,8,0,0.043759363137999996,0.0,0.0019200913723199462,0.043759363137999996
LIGA,E1,1X2,A,0.05,55,3,0.08072652179911852,0.05454545454545454,0.05294607357630702,0.026181067253663974
LIGA,E1,1X2,A,0.1,65,5,0.12550812406946818,0.07692307692307693,0.07450948799536933,0.04858504714639125
LIGA,E1,1X2,A,0.15,311,58,0.17861398990370528,0.1864951768488746,0.15167069544683115,0.007881186945169316
LIGA,E1,1X2,A,0.2,303,57,0.22157844254449896,0.18811881188118812,0.15410088947119224,0.03345963066331084
LIGA,E1,1X2,A,0.25,425,135,0.2754236394108936,0.3176470588235294,0.21899260233448753,0.0422234194126358
LIGA,E1,1X2,A,0.3,302,106,0.32581201982163555,0.3509933774834437,0.22796443861237778,0.02518135766180818
LIGA,E1,1X2,A,0.35,311,120,0.3710891840352902,0.3858520900321543,0.23738792367618253,0.01476290599686414
LIGA,E1,1X2,A,0.4,166,71,0.4233624535712165,0.42771084337349397,0.24508359392006257,0.004348389802277475
LIGA,E1,1X2,A,0.45,99,41,0.47140226509350586,0.41414141414141414,0.24450457738171222,0.05726085095209171
LIGA,E1,1X2,A,0.5,66,33,0.5216404210187701,0.5,0.2507152994216058,0.021640421018770062
LIGA,E1,1X2,A,0.55,29,14,0.567580356821929,0.4827586206896552,0.25706230227487264,0.08482173613227378
LIGA,E1,1X2,A,0.6,25,12,0.619490107570362,0.48,0.2733285268605034,0.13949010757036207
LIGA,E1,1X2,A,0.65,8,2,0.6647610376182832,0.25,0.364510896134672,0.4147610376182832
LIGA,E1,1X2,A,0.7,5,3,0.7303428003725116,0.6,0.24491202673527468,0.13034280037251167
LIGA,E1,1X2,A,0.75,4,3,0.7747812009108646,0.75,0.1948039960206911,0.024781200910864554
LIGA,E1,1X2,A,0.8,2,2,0.8125347027932333,1.0,0.03515331494707827,0.18746529720676675
LIGA,E1,1X2,D,0.05,4,1,0.09350676042630902,0.25,0.21030608957432892,0.156493239573691
LIGA,E1,1X2,D,0.1,8,0,0.13069398840446775,0.0,0.017391648803870802,0.13069398840446775
LIGA,E1,1X2,D,0.15,148,28,0.17997555650402747,0.1891891891891892,0.15296216780294455,0.009213632685161732
LIGA,E1,1X2,D,0.2,367,91,0.22995120246882422,0.24795640326975477,0.18768425889323195,0.018005200800930543
LIGA,E1,1X2,D,0.25,1510,418,0.2763911257473427,0.2768211920529801,0.200168752549211,0.000430066305637411
LIGA,E1,1X2,D,0.3,146,35,0.3131388521040067,0.23972602739726026,0.18750496008586023,0.07341282470674645
LIGA,E1,1X2,D,0.35,1,1,0.3503840697381713,1.0,0.42200085684994115,0.6496159302618287
LIGA,E1,1X2,H,0.05,7,1,0.08648936156304775,0.14285714285714285,0.12311173461472935,0.0563677812940951
LIGA,E1,1X2,H,0.1,11,2,0.1280355145185485,0.18181818181818182,0.14871091842875456,0.053782667299633324
LIGA,E1,1X2,H,0.15,55,14,0.1788845072652387,0.2545454545454545,0.19228763836272655,0.07566094728021583
LIGA,E1,1X2,H,0.2,72,16,0.224228715669749,0.2222222222222222,0.17392314293828295,0.0020064934475267915
LIGA,E1,1X2,H,0.25,205,60,0.2772341526945892,0.2926829268292683,0.20790731316458222,0.0154487741346791
LIGA,E1,1X2,H,0.3,258,86,0.32993725298971793,0.3333333333333333,0.2219361932553819,0.003396080343615382
LIGA,E1,1X2,H,0.35,328,113,0.37159518378162854,0.3445121951219512,0.22680073944867699,0.027082988659677343
LIGA,E1,1X2,H,0.4,381,168,0.4266826157483492,0.4409448818897638,0.2461999998494651,0.01426226614141457
LIGA,E1,1X2,H,0.45,254,125,0.4754767201086228,0.4921259842519685,0.2516059539554308,0.01664926414334572
LIGA,E1,1X2,H,0.5,210,103,0.5221829422182803,0.49047619047619045,0.2522918192690524,0.03170675174208987
LIGA,E1,1X2,H,0.55,163,94,0.5719089376106729,0.5766871165644172,0.24388644827821068,0.0047781789537443276
LIGA,E1,1X2,H,0.6,113,65,0.6214660938614678,0.5752212389380531,0.24550533259071938,0.04624485492341468
LIGA,E1,1X2,H,0.65,41,29,0.6696840581581098,0.7073170731707317,0.20745294744584433,0.03763301501262184
LIGA,E1,1X2,H,0.7,37,27,0.7279820139085524,0.7297297297297297,0.19658414904164995,0.0017477158211772759
LIGA,E1,1X2,H,0.75,32,28,0.7721904715301785,0.875,0.1203464244382599,0.1028095284698215
LIGA,E1,1X2,H,0.8,11,9,0.817610331460065,0.8181818181818182,0.14810329462948577,0.0005714867217532227
LIGA,E1,1X2,H,0.85,6,5,0.8803008923451138,0.8333333333333334,0.14285833280622165,0.0469675590117804
LIGA,E1,OU25,O25,0.3,30,10,0.3344981829352492,0.3333333333333333,0.2222053531343108,0.0011648496019158738
LIGA,E1,OU25,O25,0.35,183,81,0.37959240383348375,0.4426229508196721,0.25058367527333203,0.06303054698618837
LIGA,E1,OU25,O25,0.4,601,243,0.4279975972714894,0.4043261231281198,0.24161109519032972,0.02367147414336962
LIGA,E1,OU25,O25,0.45,610,286,0.4756077414605118,0.46885245901639344,0.24864600370663154,0.006755282444118382
LIGA,E1,OU25,O25,0.5,429,218,0.5208622808360267,0.5081585081585082,0.2497350590063801,0.012703772677518543
LIGA,E1,OU25,O25,0.55,215,123,0.5708150275708969,0.5720930232558139,0.24600950409846245,0.0012779956849170437
LIGA,E1,OU25,O25,0.6,89,58,0.6196218813141554,0.651685393258427,0.22865586137154956,0.032063511944271594
LIGA,E1,OU25,O25,0.65,20,15,0.6662342491509783,0.75,0.19435539949568945,0.08376575084902171
LIGA,E1,OU25,O25,0.7,6,3,0.7157388810674288,0.5,0.2922023481676643,0.21573888106742878
LIGA,E1,OU25,O25,0.75,1,0,0.7754959630436684,0.0,0.6013939886970268,0.7754959630436684
LIGA,E1,OU25,U25,0.25,6,2,0.29530882175339285,0.3333333333333333,0.22292763387505277,0.03802451157994047
LIGA,E1,OU25,U25,0.3,11,3,0.3427127088761094,0.2727272727272727,0.20741931717276438,0.06998543614883668
LIGA,E1,OU25,U25,0.35,82,30,0.37516857151922334,0.36585365853658536,0.233628608262143,0.00931491298263798
LIGA,E1,OU25,U25,0.4,231,101,0.43148976553994806,0.43722943722943725,0.24570776561700464,0.00573967168948919
LIGA,E1,OU25,U25,0.45,363,174,0.47861784408312225,0.4793388429752066,0.24827728877102423,0.0007209988920843791
LIGA,E1,OU25,U25,0.5,652,341,0.5247506538873952,0.5230061349693251,0.24853209356156922,0.0017445189180700371
LIGA,E1,OU25,U25,0.55,554,339,0.5713276778546691,0.6119133574007221,0.23954101120349383,0.040585679546052966
LIGA,E1,OU25,U25,0.6,251,134,0.6198477383773355,0.5338645418326693,0.25669083454458014,0.08598319654466624
LIGA,E1,OU25,U25,0.65,28,19,0.6641423468993616,0.6785714285714286,0.21601863991310238,0.014429081672067023
LIGA,E1,OU25,U25,0.7,6,4,0.721931264344838,0.6666666666666666,0.22786627010261337,0.05526459767817138
LIGA,F1,1X2,A,0.05,89,6,0.07998668114405112,0.06741573033707865,0.06345793591094825,0.012570950806972472
LIGA,F1,1X2,A,0.1,131,18,0.12474051539723027,0.13740458015267176,0.11901666227302071,0.01266406475544149
LIGA,F1,1X2,A,0.15,148,29,0.1759923195479238,0.19594594594594594,0.15657036505295271,0.019953626398022145
LIGA,F1,1X2,A,0.2,141,36,0.2248113423828862,0.2553191489361702,0.18882480368868967,0.030507806553284
LIGA,F1,1X2,A,0.25,149,41,0.27183473711923967,0.2751677852348993,0.19893459200806426,0.0033330481156596536
LIGA,F1,1X2,A,0.3,145,44,0.3267266812820284,0.30344827586206896,0.21279760889066204,0.023278405419959458
LIGA,F1,1X2,A,0.35,94,42,0.3767335411627504,0.44680851063829785,0.2515541537326544,0.07007496947554748
LIGA,F1,1X2,A,0.4,100,44,0.4247546831443449,0.44,0.24783035884351143,0.015245316855655111
LIGA,F1,1X2,A,0.45,73,36,0.4742683166936739,0.4931506849315068,0.25126612035408113,0.018882368237832903
LIGA,F1,1X2,A,0.5,60,26,0.5218121737411757,0.43333333333333335,0.25262806979906355,0.08847884040784237
LIGA,F1,1X2,A,0.55,47,28,0.5743636401801997,0.5957446808510638,0.24020942104634704,0.021381040670864104
LIGA,F1,1X2,A,0.6,42,28,0.62194142170653,0.6666666666666666,0.22607717108795558,0.044725244960136634
LIGA,F1,1X2,A,0.65,18,11,0.6709725587068992,0.6111111111111112,0.24514279280043252,0.05986144759578804
LIGA,F1,1X2,A,0.7,19,11,0.727347153782878,0.5789473684210527,0.2668382019585251,0.1483997853618253
LIGA,F1,1X2,A,0.75,11,9,0.7703124417233684,0.8181818181818182,0.14971065166650513,0.0478693764584498
LIGA,F1,1X2,A,0.8,8,8,0.8129727401978433,1.0,0.035126052418044895,0.18702725980215673
LIGA,F1,1X2,A,0.85,1,0,0.8614643433509942,0.0,0.7421208148651596,0.8614643433509942
LIGA,F1,1X2,D,0.05,19,1,0.08590440335727224,0.05263157894736842,0.049798647889245984,0.033272824409903826
LIGA,F1,1X2,D,0.1,55,9,0.128770409857882,0.16363636363636364,0.13904069640792388,0.034865953778481645
LIGA,F1,1X2,D,0.15,152,23,0.1783323032619968,0.1513157894736842,0.13024879498178685,0.0270165137883126
LIGA,F1,1X2,D,0.2,276,66,0.22468503390763014,0.2391304347826087,0.1833544840772407,0.014445400874978559
LIGA,F1,1X2,D,0.25,620,168,0.2760542882162084,0.2709677419354839,0.19713893733219945,0.005086546280724524
LIGA,F1,1X2,D,0.3,155,38,0.31421932914167416,0.24516129032258063,0.1907849095833593,0.06905803881909353
LIGA,F1,1X2,D,0.35,6,1,0.361166750308711,0.16666666666666666,0.17957849942000467,0.19450008364204432
LIGA,F1,1X2,H,0.05,28,2,0.08352503897576238,0.07142857142857142,0.06581914897610343,0.012096467547190959
LIGA,F1,1X2,H,0.1,33,4,0.12992173201945512,0.12121212121212122,0.10559124876323805,0.0087096108073339
LIGA,F1,1X2,H,0.15,74,9,0.17622862810764395,0.12162162162162163,0.1127917759315825,0.05460700648602232
LIGA,F1,1X2,H,0.2,100,27,0.22725825575500447,0.27,0.19682811026033115,0.04274174424499555
LIGA,F1,1X2,H,0.25,116,33,0.2730409058587786,0.28448275862068967,0.2042838970032675,0.011441852761911064
LIGA,F1,1X2,H,0.3,128,36,0.3272272510536115,0.28125,0.2031147183128955,0.0459772510536115
LIGA,F1,1X2,H,0.35,114,54,0.37542316921315383,0.47368421052631576,0.25712705386521517,0.09826104131316193
LIGA,F1,1X2,H,0.4,123,49,0.4270837119520826,0.3983739837398374,0.2407839149959565,0.02870972821224521
LIGA,F1,1X2,H,0.45,103,49,0.4772463531606663,0.47572815533980584,0.2500186480459384,0.0015181978208604896
LIGA,F1,1X2,H,0.5,104,59,0.5237469957878557,0.5673076923076923,0.24567823350995896,0.04356069651983663
LIGA,F1,1X2,H,0.55,68,39,0.5714130811895385,0.5735294117647058,0.24302016379054686,0.002116330575167358
LIGA,F1,1X2,H,0.6,93,57,0.6262669705295937,0.6129032258064516,0.2359326577864315,0.013363744723142057
LIGA,F1,1X2,H,0.65,67,46,0.6747412982194838,0.6865671641791045,0.21066957030545866,0.011825865959620652
LIGA,F1,1X2,H,0.7,58,40,0.7222419714191983,0.6896551724137931,0.21495998545994247,0.032586799005405176
LIGA,F1,1X2,H,0.75,39,28,0.7764205038316999,0.717948717948718,0.20682107320492135,0.058471785882981964
LIGA,F1,1X2,H,0.8,21,15,0.8204046938989432,0.7142857142857143,0.2093744956767725,0.10611897961322891
LIGA,F1,1X2,H,0.85,14,13,0.8656845059062855,0.9285714285714286,0.06896419627491528,0.06288692266514306
LIGA,F1,OU25,O25,0.25,2,2,0.27594903185281006,1.0,0.5242949080057944,0.7240509681471899
LIGA,F1,OU25,O25,0.3,16,6,0.33684678255949313,0.375,0.23479279360709482,0.03815321744050687
LIGA,F1,OU25,O25,0.35,45,16,0.37670727688058536,0.35555555555555557,0.2293934745547891,0.021151721325029793
LIGA,F1,OU25,O25,0.4,173,76,0.4271688121000261,0.4393063583815029,0.24739568800597725,0.012137546281476785
LIGA,F1,OU25,O25,0.45,257,121,0.4769298479729029,0.4708171206225681,0.24910603862237915,0.006112727350334801
LIGA,F1,OU25,O25,0.5,261,143,0.5234965861973229,0.5478927203065134,0.24654522251764832,0.024396134109190504
LIGA,F1,OU25,O25,0.55,231,125,0.571701809840193,0.5411255411255411,0.25022743437087536,0.03057626871465191
LIGA,F1,OU25,O25,0.6,143,94,0.6232629500782096,0.6573426573426573,0.22425045752777897,0.034079707264447645
LIGA,F1,OU25,O25,0.65,82,61,0.6731262427195204,0.7439024390243902,0.19407668939352143,0.07077619630486987
LIGA,F1,OU25,O25,0.7,40,26,0.7211016527547761,0.65,0.2277717591714588,0.07110165275477609
LIGA,F1,OU25,O25,0.75,23,20,0.7722033813837339,0.8695652173913043,0.12734060273200754,0.09736183600757042
LIGA,F1,OU25,O25,0.8,10,5,0.8151914897459476,0.5,0.34821451460010616,0.3151914897459476
LIGA,F1,OU25,U25,0.15,5,1,0.17985724584335788,0.2,0.15885586170611687,0.02014275415664213
LIGA,F1,OU25,U25,0.2,20,7,0.23089293469666364,0.35,0.24494973730126715,0.11910706530333634
LIGA,F1,OU25,U25,0.25,47,9,0.2793580812703477,0.19148936170212766,0.16118508016875316,0.08786871956822007
LIGA,F1,OU25,U25,0.3,93,29,0.3289925125395185,0.3118279569892473,0.21802431034927178,0.017164555550271188
LIGA,F1,OU25,U25,0.35,134,51,0.3763985445992863,0.3805970149253731,0.2353803407493325,0.004198470326086834
LIGA,F1,OU25,U25,0.4,269,109,0.426994801868662,0.4052044609665427,0.2404867323158672,0.021790340902119287
LIGA,F1,OU25,U25,0.45,258,122,0.47574678071872445,0.4728682170542636,0.24934496316964302,0.002878563664460876
LIGA,F1,OU25,U25,0.5,250,140,0.5227987836532217,0.56,0.24686139634038426,0.03720121634677831
LIGA,F1,OU25,U25,0.55,136,73,0.5710527310699907,0.5367647058823529,0.2512952107504382,0.03428802518763774
LIGA,F1,OU25,U25,0.6,56,40,0.622828388360725,0.7142857142857143,0.21355831633279504,0.09145732592498934
LIGA,F1,OU25,U25,0.65,11,5,0.6668949154448767,0.45454545454545453,0.2882385584559485,0.21234946089942214
LIGA,F1,OU25,U25,0.7,4,2,0.7192097445820339,0.5,0.3081598419985245,0.2192097445820339
LIGA,FIN,1X2,A,0.05,23,2,0.07996404538254136,0.08695652173913043,0.07865820303957671,0.006992476356589075
LIGA,FIN,1X2,A,0.1,54,9,0.12612469560336878,0.16666666666666666,0.14138089190470524,0.04054197106329788
LIGA,FIN,1X2,A,0.15,128,23,0.17549984985256445,0.1796875,0.14604188858366596,0.004187650147435551
LIGA,FIN,1X2,A,0.2,66,13,0.2222464574263153,0.19696969696969696,0.15832122450461147,0.025276760456618336
LIGA,FIN,1X2,A,0.25,59,16,0.27637493198084023,0.2711864406779661,0.19806154180687666,0.005188491302874132
LIGA,FIN,1X2,A,0.3,70,26,0.32560188921444067,0.37142857142857144,0.23541744941727188,0.045826682214130776
LIGA,FIN,1X2,A,0.35,59,24,0.37369645933798595,0.4067796610169492,0.24084558013988702,0.033083201678963226
LIGA,FIN,1X2,A,0.4,42,15,0.4294810090886391,0.35714285714285715,0.23580714603955735,0.07233815194578197
LIGA,FIN,1X2,A,0.45,51,22,0.4768602439451298,0.43137254901960786,0.25106503340227776,0.04548769492552196
LIGA,FIN,1X2,A,0.5,51,31,0.5259366322701106,0.6078431372549019,0.24473404333944204,0.08190650498479135
LIGA,FIN,1X2,A,0.55,27,18,0.5760299467240151,0.6666666666666666,0.23223049253602646,0.09063671994265154
LIGA,FIN,1X2,A,0.6,16,12,0.6237845096880088,0.75,0.20596552244953598,0.1262154903119912
LIGA,FIN,1X2,A,0.65,15,9,0.6735827929138556,0.6,0.24984524502415578,0.07358279291385561
LIGA,FIN,1X2,A,0.7,10,5,0.7201681234798694,0.5,0.29742622917329253,0.22016812347986936
LIGA,FIN,1X2,A,0.75,2,1,0.7723259462886962,0.5,0.3363576146498393,0.2723259462886962
LIGA,FIN,1X2,D,0.1,15,3,0.13790731944122134,0.2,0.1627931917314049,0.06209268055877867
